"activity" "subject" "featureAcceleration" "featureInstrument" "featureJerk" "featureMagnitude" "featureAxis" "featureVariable" "average"
"LAYING" 8 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.941583256851852
"LAYING" 8 "Body" "Accelerometer" NA NA "Y" "Mean" -0.486522418545926
"LAYING" 8 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.933063958481481
"LAYING" 8 "Body" "Accelerometer" NA NA "Z" "Mean" -0.523257439842593
"LAYING" 8 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.931818975962963
"LAYING" 8 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.973421068611111
"LAYING" 8 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.970411195740741
"LAYING" 8 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.106445008314815
"LAYING" 8 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.969924077407407
"LAYING" 8 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0389735198722222
"LAYING" 8 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.974186451851852
"LAYING" 8 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0694123150925926
"LAYING" 8 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.987601203703704
"LAYING" 8 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.934391149537037
"LAYING" 8 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.934628867222222
"LAYING" 8 "Body" "Gyroscope" NA NA "X" "Mean" -0.476275137021296
"LAYING" 8 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.966525189166667
"LAYING" 8 "Body" "Gyroscope" NA NA "Y" "Mean" -0.523274287022222
"LAYING" 8 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.951177928333333
"LAYING" 8 "Body" "Gyroscope" NA NA "Z" "Mean" -0.414636465851852
"LAYING" 8 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.969130860555556
"LAYING" 8 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.935308633888889
"LAYING" 8 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.91325033
"LAYING" 8 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.405930036111111
"LAYING" 8 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.918873192333333
"LAYING" 8 "Gravity" "Accelerometer" NA NA "Y" "Mean" 0.589922434814815
"LAYING" 8 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.957990036481482
"LAYING" 8 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.719831539259259
"LAYING" 8 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.94183626337037
"LAYING" 9 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.9588475674
"LAYING" 9 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.9550607587
"LAYING" 9 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.43811530868
"LAYING" 9 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.9666708872
"LAYING" 9 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.476260536741
"LAYING" 9 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.9653154079
"LAYING" 9 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.4814814464292
"LAYING" 9 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.9591385863
"LAYING" 9 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.9287363664
"LAYING" 9 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.918528269277
"LAYING" 9 "Body" "Accelerometer" NA NA "X" "Mean" -0.3438349786
"LAYING" 9 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.9416570586
"LAYING" 9 "Body" "Accelerometer" NA NA "Y" "Mean" -0.477446710031
"LAYING" 9 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.9145647636
"LAYING" 9 "Body" "Accelerometer" NA NA "Z" "Mean" -0.52673436102
"LAYING" 9 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.9413392245
"LAYING" 9 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.9601655368
"LAYING" 9 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.952546015
"LAYING" 9 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.10384667982
"LAYING" 9 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.945329035
"LAYING" 9 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.027552256948
"LAYING" 9 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.9621702422
"LAYING" 9 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0569490475
"LAYING" 9 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.9770761602
"LAYING" 9 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.9128652177
"LAYING" 9 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.9009792276
"LAYING" 9 "Body" "Gyroscope" NA NA "X" "Mean" -0.471964978574
"LAYING" 9 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.9443178301
"LAYING" 9 "Body" "Gyroscope" NA NA "Y" "Mean" -0.546741289615
"LAYING" 9 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.924875234
"LAYING" 9 "Body" "Gyroscope" NA NA "Z" "Mean" -0.429269999259
"LAYING" 9 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.9636408412
"LAYING" 9 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.9308684376
"LAYING" 9 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.91512680016
"LAYING" 9 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.5802528348
"LAYING" 9 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.9218210626
"LAYING" 9 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.1191541962
"LAYING" 9 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.9699944882
"LAYING" 9 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.9578730416
"LAYING" 9 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.9712046902
"LAYING" 10 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.972397778362069
"LAYING" 10 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.966467267068965
"LAYING" 10 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.452599802152586
"LAYING" 10 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.978455915431034
"LAYING" 10 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.476170088348017
"LAYING" 10 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.967525742844828
"LAYING" 10 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.482712658534138
"LAYING" 10 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.977419500862069
"LAYING" 10 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.953814964396552
"LAYING" 10 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.942303314568966
"LAYING" 10 "Body" "Accelerometer" NA NA "X" "Mean" -0.344476817241379
"LAYING" 10 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.968125861810345
"LAYING" 10 "Body" "Accelerometer" NA NA "Y" "Mean" -0.489318166637931
"LAYING" 10 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.946341725163793
"LAYING" 10 "Body" "Accelerometer" NA NA "Z" "Mean" -0.540734743767241
"LAYING" 10 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.959642577094828
"LAYING" 10 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.965903835258621
"LAYING" 10 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.960202903534483
"LAYING" 10 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.100308254413793
"LAYING" 10 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.965900578103448
"LAYING" 10 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0388797920413793
"LAYING" 10 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.966621040344828
"LAYING" 10 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0590744912758621
"LAYING" 10 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.983949302758621
"LAYING" 10 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.937641820689655
"LAYING" 10 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.930586240431034
"LAYING" 10 "Body" "Gyroscope" NA NA "X" "Mean" -0.486674924615517
"LAYING" 10 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.963128883103448
"LAYING" 10 "Body" "Gyroscope" NA NA "Y" "Mean" -0.515851300104655
"LAYING" 10 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.953556852068966
"LAYING" 10 "Body" "Gyroscope" NA NA "Z" "Mean" -0.432517649448276
"LAYING" 10 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.973619697241379
"LAYING" 10 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.956781819655172
"LAYING" 10 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.940301654482759
"LAYING" 10 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.453069737586207
"LAYING" 10 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.954531941896552
"LAYING" 10 "Gravity" "Accelerometer" NA NA "Y" "Mean" -0.139297681034483
"LAYING" 10 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.966701156034483
"LAYING" 10 "Gravity" "Accelerometer" NA NA "Z" "Mean" -0.031121624137931
"LAYING" 10 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.963045642431035
"LAYING" 11 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.980135701491228
"LAYING" 11 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.975815695
"LAYING" 11 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.454110170342105
"LAYING" 11 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.986190893421053
"LAYING" 11 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.480831555651842
"LAYING" 11 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.973132085789474
"LAYING" 11 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.488393969594912
"LAYING" 11 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.982707366666667
"LAYING" 11 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.977307592368421
"LAYING" 11 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.97446476254386
"LAYING" 11 "Body" "Accelerometer" NA NA "X" "Mean" -0.351604197368421
"LAYING" 11 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.985049770964912
"LAYING" 11 "Body" "Accelerometer" NA NA "Y" "Mean" -0.494531870335088
"LAYING" 11 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.972893080614035
"LAYING" 11 "Body" "Accelerometer" NA NA "Z" "Mean" -0.541181695438597
"LAYING" 11 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.971489626929825
"LAYING" 11 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.988310042719298
"LAYING" 11 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.98402297245614
"LAYING" 11 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.102297501877193
"LAYING" 11 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.981724838421053
"LAYING" 11 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0412391429298246
"LAYING" 11 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.990845724736842
"LAYING" 11 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0666957489649123
"LAYING" 11 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.986549063333333
"LAYING" 11 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.959808554298246
"LAYING" 11 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.954781118157895
"LAYING" 11 "Body" "Gyroscope" NA NA "X" "Mean" -0.497680927620877
"LAYING" 11 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.981630735
"LAYING" 11 "Body" "Gyroscope" NA NA "Y" "Mean" -0.512100130876316
"LAYING" 11 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.982551637894737
"LAYING" 11 "Body" "Gyroscope" NA NA "Z" "Mean" -0.404707702385965
"LAYING" 11 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.961540667894737
"LAYING" 11 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.980621180175439
"LAYING" 11 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.972891829473684
"LAYING" 11 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.134832031403509
"LAYING" 11 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.97956560245614
"LAYING" 11 "Gravity" "Accelerometer" NA NA "Y" "Mean" 0.943017941403509
"LAYING" 11 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.990765579649123
"LAYING" 11 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.112620189964912
"LAYING" 11 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.984192606315789
"LAYING" 12 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.966146126416667
"LAYING" 12 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.962116959583333
"LAYING" 12 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.441656609725
"LAYING" 12 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.97104814725
"LAYING" 12 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.47773962446
"LAYING" 12 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.963671591833333
"LAYING" 12 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.485760589471933
"LAYING" 12 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.971671576416667
"LAYING" 12 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.9460360577
"LAYING" 12 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.939337971
"LAYING" 12 "Body" "Accelerometer" NA NA "X" "Mean" -0.348067527333333
"LAYING" 12 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.955263160916667
"LAYING" 12 "Body" "Accelerometer" NA NA "Y" "Mean" -0.484393181357333
"LAYING" 12 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.949856024916667
"LAYING" 12 "Body" "Accelerometer" NA NA "Z" "Mean" -0.531442463666667
"LAYING" 12 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.948357338583333
"LAYING" 12 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.967508688
"LAYING" 12 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.961961815333333
"LAYING" 12 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.0990402297166667
"LAYING" 12 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.9671982025
"LAYING" 12 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0410675310833333
"LAYING" 12 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.965900370833333
"LAYING" 12 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0678909002816667
"LAYING" 12 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.969953929666667
"LAYING" 12 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.938168808
"LAYING" 12 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.93804977175
"LAYING" 12 "Body" "Gyroscope" NA NA "X" "Mean" -0.485654283615833
"LAYING" 12 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.967672663666667
"LAYING" 12 "Body" "Gyroscope" NA NA "Y" "Mean" -0.518057727516667
"LAYING" 12 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.95460878475
"LAYING" 12 "Body" "Gyroscope" NA NA "Z" "Mean" -0.400240696775
"LAYING" 12 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.95329091225
"LAYING" 12 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.9482046755
"LAYING" 12 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.936542686833333
"LAYING" 12 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.3785920653
"LAYING" 12 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.936458309333333
"LAYING" 12 "Gravity" "Accelerometer" NA NA "Y" "Mean" 0.8033788345
"LAYING" 12 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.974396492666667
"LAYING" 12 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.2750431984
"LAYING" 12 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.9596439555
"LAYING" 13 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.983111119919355
"LAYING" 13 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.979055296451613
"LAYING" 13 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.454211100572581
"LAYING" 13 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.986249062580645
"LAYING" 13 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.481015473980645
"LAYING" 13 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.980773302258064
"LAYING" 13 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.495439249515726
"LAYING" 13 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.983370353387097
"LAYING" 13 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.960026630887097
"LAYING" 13 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.948688032903226
"LAYING" 13 "Body" "Accelerometer" NA NA "X" "Mean" -0.34900028
"LAYING" 13 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.967926038870968
"LAYING" 13 "Body" "Accelerometer" NA NA "Y" "Mean" -0.493142105812097
"LAYING" 13 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.949205138870968
"LAYING" 13 "Body" "Accelerometer" NA NA "Z" "Mean" -0.535313723637097
"LAYING" 13 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.948122565645161
"LAYING" 13 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.981798539435484
"LAYING" 13 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.973955968951613
"LAYING" 13 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.101835573822581
"LAYING" 13 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.981404742903226
"LAYING" 13 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0417744000370968
"LAYING" 13 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.978854747419355
"LAYING" 13 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0648770419677419
"LAYING" 13 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.989801549193548
"LAYING" 13 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.950992366612903
"LAYING" 13 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.945410456532258
"LAYING" 13 "Body" "Gyroscope" NA NA "X" "Mean" -0.489599794840226
"LAYING" 13 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.972795131370968
"LAYING" 13 "Body" "Gyroscope" NA NA "Y" "Mean" -0.532657399669355
"LAYING" 13 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.961324373225806
"LAYING" 13 "Body" "Gyroscope" NA NA "Z" "Mean" -0.425653632766129
"LAYING" 13 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.968573864112903
"LAYING" 13 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.960517768225806
"LAYING" 13 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.947944746612903
"LAYING" 13 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.156852206467742
"LAYING" 13 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.957875244677419
"LAYING" 13 "Gravity" "Accelerometer" NA NA "Y" "Mean" 0.656400944354839
"LAYING" 13 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.975948136290323
"LAYING" 13 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.598884988709677
"LAYING" 13 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.959892863709677
"LAYING" 14 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.970282494607843
"LAYING" 14 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.965029171470588
"LAYING" 14 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.436935162185294
"LAYING" 14 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.97248247254902
"LAYING" 14 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.488828597454902
"LAYING" 14 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.968620454411765
"LAYING" 14 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.500476673095392
"LAYING" 14 "Body" "Accelerometer" "Jerk" NA "Z" "Standard Deviation" -0.973673142745098
"LAYING" 14 "Body" "Accelerometer" NA "Magnitude" ")" "Mean" -0.902720959519608
"LAYING" 14 "Body" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.858099583137255
"LAYING" 14 "Body" "Accelerometer" NA NA "X" "Mean" -0.350330369215686
"LAYING" 14 "Body" "Accelerometer" NA NA "X" "Standard Deviation" -0.914737271245098
"LAYING" 14 "Body" "Accelerometer" NA NA "Y" "Mean" -0.470854685663726
"LAYING" 14 "Body" "Accelerometer" NA NA "Y" "Standard Deviation" -0.907459045068627
"LAYING" 14 "Body" "Accelerometer" NA NA "Z" "Mean" -0.507357819304902
"LAYING" 14 "Body" "Accelerometer" NA NA "Z" "Standard Deviation" -0.897193816333333
"LAYING" 14 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Mean" -0.971038263137255
"LAYING" 14 "Body" "Gyroscope" "Jerk" "Magnitude" ")" "Standard Deviation" -0.96383797
"LAYING" 14 "Body" "Gyroscope" "Jerk" NA "X" "Mean" -0.105446637019608
"LAYING" 14 "Body" "Gyroscope" "Jerk" NA "X" "Standard Deviation" -0.970274962745098
"LAYING" 14 "Body" "Gyroscope" "Jerk" NA "Y" "Mean" -0.0372677398193922
"LAYING" 14 "Body" "Gyroscope" "Jerk" NA "Y" "Standard Deviation" -0.968042893529412
"LAYING" 14 "Body" "Gyroscope" "Jerk" NA "Z" "Mean" -0.0566171868039216
"LAYING" 14 "Body" "Gyroscope" "Jerk" NA "Z" "Standard Deviation" -0.979711372941176
"LAYING" 14 "Body" "Gyroscope" NA "Magnitude" ")" "Mean" -0.917408574803922
"LAYING" 14 "Body" "Gyroscope" NA "Magnitude" ")" "Standard Deviation" -0.915596645392157
"LAYING" 14 "Body" "Gyroscope" NA NA "X" "Mean" -0.472453414386078
"LAYING" 14 "Body" "Gyroscope" NA NA "X" "Standard Deviation" -0.958480751862745
"LAYING" 14 "Body" "Gyroscope" NA NA "Y" "Mean" -0.545755852990196
"LAYING" 14 "Body" "Gyroscope" NA NA "Y" "Standard Deviation" -0.931227593823529
"LAYING" 14 "Body" "Gyroscope" NA NA "Z" "Mean" -0.399991552352941
"LAYING" 14 "Body" "Gyroscope" NA NA "Z" "Standard Deviation" -0.95504372254902
"LAYING" 14 "Gravity" "Accelerometer" NA "Magnitude" ")" "Mean" -0.905978250196078
"LAYING" 14 "Gravity" "Accelerometer" NA "Magnitude" ")" "Standard Deviation" -0.856593119215686
"LAYING" 14 "Gravity" "Accelerometer" NA NA "X" "Mean" -0.145483631627451
"LAYING" 14 "Gravity" "Accelerometer" NA NA "X" "Standard Deviation" -0.862136937254902
"LAYING" 14 "Gravity" "Accelerometer" NA NA "Y" "Mean" 0.48539692745098
"LAYING" 14 "Gravity" "Accelerometer" NA NA "Y" "Standard Deviation" -0.94877486372549
"LAYING" 14 "Gravity" "Accelerometer" NA NA "Z" "Mean" 0.83656291
"LAYING" 14 "Gravity" "Accelerometer" NA NA "Z" "Standard Deviation" -0.90130385627451
"LAYING" 15 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Mean" -0.976785725486111
"LAYING" 15 "Body" "Accelerometer" "Jerk" "Magnitude" ")" "Standard Deviation" -0.973087270347222
"LAYING" 15 "Body" "Accelerometer" "Jerk" NA "X" "Mean" -0.452289227583333
"LAYING" 15 "Body" "Accelerometer" "Jerk" NA "X" "Standard Deviation" -0.98284433875
"LAYING" 15 "Body" "Accelerometer" "Jerk" NA "Y" "Mean" -0.479217397264028
"LAYING" 15 "Body" "Accelerometer" "Jerk" NA "Y" "Standard Deviation" -0.97206845375
"LAYING" 15 "Body" "Accelerometer" "Jerk" NA "Z" "Mean" -0.489607481784306
